TRABAJADOR;REGIONAL;VICEPRESIDENCIA;GERENCIA;FECHA INGRESO;FECHA RETIRO;Año Unificado;EDAD;Rangos Edad;RELACION LABORAL;Rotacion;MOTIVO RETIRO;GENERO;NIVEL DE CARGO;CARGO;ACCESO CREDITO;SGD(1/100);SDG DESCRIPCION;CARGA PRESTACIONAL;;;;;
204250361;5. SANTANDER;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;2/11/2010;31/05/2022;2022 12:00:00;62; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;MASCULINO;Contribuyente;ASESOR COMERCIAL;1;85;BUENO; $ 45.632.000 ;;;;;
204251362;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;13/12/2021;3/05/2022;2022 12:00:00;27;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;94;EXCELENTE; $ 42.000.123 ;;;;;
204252363;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;17/12/2020;4/05/2022;2022 12:00:00;27;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO;0;75;REGULAR; $ 42.000.123 ;;;;;
204253364;2. BOGOTA;VP BANCA AGROPECUARIA                   ;VENTAS MICROFINANZAS                    ;1/07/2014;31/05/2022;2022 12:00:00;33;Entre 30 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL MICROFINANZAS;1;97;EXCELENTE; $ 45.632.000 ;;;;;
204254365;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;25/11/2019;24/05/2022;2022 12:00:00;58; => 56 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Tactico;GERENTE ZONAL;0;70;REGULAR; $ 65.000.000 ;;;;;
204255366;9. SUR;VP BANCA AGROPECUARIA                   ;VENTAS BANCA AGROPECUARIA               ;4/05/2015;24/05/2022;2022 12:00:00;36;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL AGROPECUARIO;0;83;REGULAR; $ 52.326.254 ;;;;;
204256367;8. DIRECCION NACIONAL;VP OPERACIONES                          ;OPERATIVA DE DESEMBOLSOS Y CARTERA      ;14/04/2009;6/05/2022;2022 12:00:00;33;Entre 30 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;80;REGULAR; $ 65.000.000 ;;;;;
204257368;5. SANTANDER;VP BANCA AGROPECUARIA                   ;VENTAS MICROFINANZAS                    ;18/04/2016;31/05/2022;2022 12:00:00;58; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;FEMENINO;Contribuyente;ASESOR COMERCIAL MICROFINANZAS;1;86;BUENO; $ 45.632.000 ;;;;;
204258369;8. DIRECCION NACIONAL;VP OPERACIONES                          ;OPERATIVA DE DESEMBOLSOS Y CARTERA      ;2/01/2008;13/05/2022;2022 12:00:00;58; => 56 años;0;Involuntaria;Terminacion Mutuo Acuerdo               ;FEMENINO;Tactico;COORDINADOR;0;81;REGULAR; $ 69.456.400 ;;;;;
204259370;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;VENTAS BANCA AGROPECUARIA               ;19/11/2018;18/05/2022;2022 12:00:00;37;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;ASESOR COMERCIAL AGROPECUARIO;1;91;BUENO; $ 52.326.254 ;;;;;
204260371;3. CAFETERA;VP BANCA EMPRESARIAL Y OFICIAL          ;PYME EMPRESARIAL                        ;22/01/2018;11/05/2022;2022 12:00:00;31;Entre 30 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;GERENTE DE CUENTA;0;76;REGULAR; $ 69.456.400 ;;;;;
204261372;8. DIRECCION NACIONAL;VP FINANCIERA;TESORERIA                               ;13/12/2021;31/05/2022;2022 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;PROFESIONAL SENIOR;0;72;REGULAR; $ 102.000.000 ;;;;;
204262373;8. DIRECCION NACIONAL;VP TALENTO HUMANO                       ;VP TALENTO HUMANO                       ;2/12/2019;1/06/2022;2022 12:00:00;29;Entre 25 y 30 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;85;BUENO; $ 65.000.000 ;;;;;
204263374;8. DIRECCION NACIONAL;VP CREDITO                              ;VP CREDITO                              ;3/05/2021;16/06/2022;2022 12:00:00;26;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;99;EXCELENTE; $ 65.000.000 ;;;;;
204264375;3. CAFETERA;VP BANCA AGROPECUARIA                   ;VENTAS MICROFINANZAS                    ;1/10/2020;15/06/2022;2022 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL MICROFINANZAS;0;96;EXCELENTE; $ 45.632.000 ;;;;;
204265376;8. DIRECCION NACIONAL;VP OPERACIONES                          ;OPERACION BANCARIA Y APOYO TRANSACCIONAL;15/12/2021;1/06/2022;2022 12:00:00;39;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Ejecutivo;JEFE;1;93;BUENO; $ 120.000.000 ;;;;;
204266377;3. CAFETERA;VP CREDITO                              ;NACIONAL DE ANALISIS AGROPECUARIO       ;24/01/2018;24/06/2022;2022 12:00:00;39;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Tactico;COORDINADOR;0;81;REGULAR; $ 69.456.400 ;;;;;
204267378;5. SANTANDER;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;28/06/2000;10/06/2022;2022 12:00:00;55;Entre 46 y 55 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;89;BUENO; $ 45.632.000 ;;;;;
204268379;5. SANTANDER;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;11/06/2002;30/06/2022;2022 12:00:00;57; => 56 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Tactico;DIRECTOR OFICINA TIPO 3;1;94;EXCELENTE; $ 69.456.400 ;;;;;
204269380;7. ORIENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;27/09/2004;30/06/2022;2022 12:00:00;57; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;FEMENINO;Tactico;DIRECTOR OFICINA TIPO 1;0;70;REGULAR; $ 69.456.400 ;;;;;
204270381;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;VENTAS MICROFINANZAS                    ;2/08/2021;16/06/2022;2022 12:00:00;40;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL MICROFINANZAS;0;97;EXCELENTE; $ 45.632.000 ;;;;;
204271382;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;18/12/2018;17/06/2022;2022 12:00:00;35;Entre 30 y 35 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 4;0;80;REGULAR; $ 69.456.400 ;;;;;
204272383;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;VENTAS MICROFINANZAS                    ;7/11/2019;20/06/2022;2022 12:00:00;25;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL MICROFINANZAS;1;86;BUENO; $ 45.632.000 ;;;;;
204273384;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;VENTAS MICROFINANZAS                    ;12/05/2021;30/06/2022;2022 12:00:00;33;Entre 30 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL MICROFINANZAS;1;94;EXCELENTE; $ 45.632.000 ;;;;;
204274385;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;7/04/2020;4/06/2022;2022 12:00:00;27;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;71;REGULAR; $ 45.632.000 ;;;;;
204275386;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;VENTAS MICROFINANZAS                    ;16/09/2019;18/06/2022;2022 12:00:00;35;Entre 30 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL MICROFINANZAS;1;91;BUENO; $ 45.632.000 ;;;;;
204276387;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;VENTAS MICROFINANZAS                    ;6/10/2009;20/06/2022;2022 12:00:00;35;Entre 30 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL MICROFINANZAS;0;71;REGULAR; $ 45.632.000 ;;;;;
204277388;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;15/12/2021;14/06/2022;2022 12:00:00;33;Entre 30 y 35 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;CAJERO;0;72;REGULAR; $ 42.000.123 ;;;;;
204278389;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;17/12/2012;16/06/2022;2022 12:00:00;30;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;OFICIAL SOPORTE;0;72;REGULAR; $ 49.320.660 ;;;;;
204279390;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;14/12/2015;13/06/2022;2022 12:00:00;50;Entre 46 y 55 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 2;0;76;REGULAR; $ 69.456.400 ;;;;;
204280391;8. DIRECCION NACIONAL;VP CREDITO                              ;NORMALIZACION Y COBRO JURIDICO          ;2/07/2019;30/06/2022;2022 12:00:00;62; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;87;BUENO; $ 65.000.000 ;;;;;
204281392;8. DIRECCION NACIONAL;VP BANCA AGROPECUARIA                   ;VENTAS BANCA PERSONAS                   ;12/03/2018;13/06/2022;2022 12:00:00;40;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Ejecutivo;GERENTE NACIONAL;0;76;REGULAR; $ 210.000.000 ;;;;;
204282393;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;22/10/2020;29/06/2022;2022 12:00:00;35;Entre 30 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;OFICIAL OPERATIVO SENIOR;1;90;BUENO; $ 49.320.660 ;;;;;
204283394;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;17/01/2022;16/06/2022;2022 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;72;REGULAR; $ 45.632.000 ;;;;;
204284395;9. SUR;VP BANCA AGROPECUARIA                   ;VENTAS MICROFINANZAS                    ;21/06/2021;20/06/2022;2022 12:00:00;36;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL MICROFINANZAS;0;80;REGULAR; $ 45.632.000 ;;;;;
204285396;3. CAFETERA;VP BANCA AGROPECUARIA                   ;VENTAS MICROFINANZAS                    ;12/11/2020;21/06/2022;2022 12:00:00;31;Entre 30 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL MICROFINANZAS;1;87;BUENO; $ 45.632.000 ;;;;;
204286397;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;2/03/2020;8/06/2022;2022 12:00:00;31;Entre 30 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;0;73;REGULAR; $ 45.632.000 ;;;;;
204287398;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;6/12/2021;18/06/2022;2022 12:00:00;26;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;96;EXCELENTE; $ 45.632.000 ;;;;;
204288399;4. COSTA;VP BANCA AGROPECUARIA                   ;VENTAS MICROFINANZAS                    ;17/12/2021;16/06/2022;2022 12:00:00;39;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;ASESOR COMERCIAL MICROFINANZAS;0;83;REGULAR; $ 45.632.000 ;;;;;
204289400;8. DIRECCION NACIONAL;PRESIDENCIA                             ;SARLAFT Y CUMPLIMIENTO                  ;17/06/2021;6/06/2022;2022 12:00:00;38;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;100;EXCELENTE; $ 65.000.000 ;;;;;
204290401;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;18/04/2022;17/06/2022;2022 12:00:00;21;Entre 20 y 24 años;0;Involuntaria;Terminacion en Periodo de Prueba        ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;100;EXCELENTE; $ 45.632.000 ;;;;;
204291402;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;20/12/2019;2/06/2022;2022 12:00:00;24;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;OFICIAL SOPORTE;0;72;REGULAR; $ 49.320.660 ;;;;;
204292403;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;VENTAS MICROFINANZAS                    ;18/07/2017;3/06/2022;2022 12:00:00;31;Entre 30 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL MICROFINANZAS;1;95;EXCELENTE; $ 45.632.000 ;;;;;
204293404;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;VENTAS MICROFINANZAS                    ;23/09/2019;20/06/2022;2022 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL MICROFINANZAS;0;74;REGULAR; $ 45.632.000 ;;;;;
204294405;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;19/10/2010;30/06/2022;2022 12:00:00;40;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Tactico;DIRECTOR OPERATIVO;1;93;BUENO; $ 69.456.400 ;;;;;
204295406;5. SANTANDER;VP BANCA AGROPECUARIA                   ;VENTAS MICROFINANZAS                    ;17/06/2019;16/06/2022;2022 12:00:00;43;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL MICROFINANZAS;1;89;BUENO; $ 45.632.000 ;;;;;
204296407;8. DIRECCION NACIONAL;VP CREDITO                              ;NORMALIZACION Y COBRO JURIDICO          ;1/07/2008;15/06/2022;2022 12:00:00;60; => 56 años;0;Involuntaria;Terminacion Mutuo Acuerdo               ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;70;REGULAR; $ 65.000.000 ;;;;;
204297408;8. DIRECCION NACIONAL;VP EJECUTIVA                            ;VP EJECUTIVA                            ;26/12/2017;25/06/2022;2022 12:00:00;53;Entre 46 y 55 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Estrategico;VICEPRESIDENTE;0;94;EXCELENTE; $ 210.000.000 ;;;;;
204298409;8. DIRECCION NACIONAL;VP ADMINISTRATIVA                       ;VIVIENDA                                ;14/12/2021;17/06/2022;2022 12:00:00;43;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Tactico;PROFESIONAL SENIOR;0;82;REGULAR; $ 102.000.000 ;;;;;
204299410;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;5/08/2008;20/06/2022;2022 12:00:00;38;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 2;0;76;REGULAR; $ 69.456.400 ;;;;;
204300411;3. CAFETERA;VP OPERACIONES                          ;VP OPERACIONES                          ;1/10/2020;9/06/2022;2022 12:00:00;33;Entre 30 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;DIRECTOR SUPERNUMERARIO;1;89;BUENO; $ 69.456.400 ;;;;;
204301412;5. SANTANDER;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;3/12/2018;21/06/2022;2022 12:00:00;30;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;72;REGULAR; $ 45.632.000 ;;;;;
204302413;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;4/04/2022;7/06/2022;2022 12:00:00;37;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;95;EXCELENTE; $ 45.632.000 ;;;;;
204303414;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;9/12/2013;8/06/2022;2022 12:00:00;49;Entre 46 y 55 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;0;82;REGULAR; $ 42.000.123 ;;;;;
204304415;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;3/04/2017;2/06/2022;2022 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 4;1;90;BUENO; $ 69.456.400 ;;;;;
204305416;8. DIRECCION NACIONAL;VP TECNOLOGÍA E INNOVACION              ;INNOVACION DIGITAL                      ;5/04/2021;6/06/2022;2022 12:00:00;27;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;71;REGULAR; $ 65.000.000 ;;;;;
204306417;7. ORIENTE;VP BANCA AGROPECUARIA                   ;VENTAS BANCA AGROPECUARIA               ;8/03/2021;30/06/2022;2022 12:00:00;33;Entre 30 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL AGROPECUARIO;1;86;BUENO; $ 52.326.254 ;;;;;
204307418;8. DIRECCION NACIONAL;VP FINANCIERA;PLANEACION FINANCIERA                   ;1/12/2020;21/06/2022;2022 12:00:00;40;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;80;REGULAR; $ 65.000.000 ;;;;;
204308419;8. DIRECCION NACIONAL;VP ADMINISTRATIVA                       ;VIVIENDA                                ;21/02/2022;27/06/2022;2022 12:00:00;46;Entre 46 y 55 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Ejecutivo;GERENTE NACIONAL;1;88;BUENO; $ 210.000.000 ;;;;;
204309420;8. DIRECCION NACIONAL;VP EJECUTIVA                            ;EXPERIENCIA Y SERVICIO AL CLIENTE       ;17/03/2021;8/06/2022;2022 12:00:00;38;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;75;REGULAR; $ 65.000.000 ;;;;;
204310421;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;18/12/2017;2/06/2022;2022 12:00:00;43;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;DIRECTOR OFICINA TIPO 4;1;91;BUENO; $ 69.456.400 ;;;;;
204311422;8. DIRECCION NACIONAL;VP EJECUTIVA                            ;MERCADEO Y PUBLICIDAD                   ;7/01/2014;3/06/2022;2022 12:00:00;37;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;PROFESIONAL SENIOR;0;74;REGULAR; $ 102.000.000 ;;;;;
204312423;8. DIRECCION NACIONAL;VP TECNOLOGÍA E INNOVACION              ;CIBERSEGURIDAD                          ;2/02/2015;10/06/2022;2022 12:00:00;34;Entre 30 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;73;REGULAR; $ 65.000.000 ;;;;;
204313424;8. DIRECCION NACIONAL;VP OPERACIONES                          ;OPERATIVA DE DESEMBOLSOS Y CARTERA      ;11/06/2013;10/06/2022;2022 12:00:00;35;Entre 30 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;1;91;BUENO; $ 65.000.000 ;;;;;
204314425;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;18/06/2020;17/06/2022;2022 12:00:00;25;Entre 20 y 24 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;CAJERO;1;95;EXCELENTE; $ 42.000.123 ;;;;;
204315426;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;2/09/2013;18/06/2022;2022 12:00:00;31;Entre 30 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;88;BUENO; $ 45.632.000 ;;;;;
204316427;8. DIRECCION NACIONAL;VP RIESGOS                              ;RIESGO DE MERCADO Y LIQUIDEZ            ;2/09/2019;5/06/2022;2022 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;79;REGULAR; $ 65.000.000 ;;;;;
204317428;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;4/12/2019;3/06/2022;2022 12:00:00;40;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;74;REGULAR; $ 45.632.000 ;;;;;
204318429;4. COSTA;VP OPERACIONES                          ;VP OPERACIONES                          ;17/11/2009;30/06/2022;2022 12:00:00;58; => 56 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;SUPERNUMERARIO INTEGRAL;1;85;BUENO; $ 49.320.660 ;;;;;
204319430;6. OCCIDENTE;VP BANCA EMPRESARIAL Y OFICIAL          ;VENTAS BANCA EMPRESARIAL                ;9/01/2020;9/06/2022;2022 12:00:00;36;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;EJECUTIVO DE CUENTA;1;89;BUENO; $ 49.320.660 ;;;;;
204320431;1. ANTIOQUIA;VP OPERACIONES                          ;VP OPERACIONES                          ;5/07/2017;24/06/2022;2022 12:00:00;25;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Tactico;DIRECTOR SUPERNUMERARIO;0;71;REGULAR; $ 69.456.400 ;;;;;
204321432;5. SANTANDER;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;25/06/2019;24/06/2022;2022 12:00:00;34;Entre 30 y 35 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;89;BUENO; $ 45.632.000 ;;;;;
204322433;5. SANTANDER;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;4/12/2019;11/06/2022;2022 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;SECRETARIA GERENCIA;0;75;REGULAR; $ 49.320.660 ;;;;;
204323434;8. DIRECCION NACIONAL;VP OPERACIONES                          ;OPERATIVA DE CONVENIOS                  ;23/07/2012;30/06/2022;2022 12:00:00;65; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;98;EXCELENTE; $ 65.000.000 ;;;;;
204324435;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;18/04/2022;3/06/2022;2022 12:00:00;38;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;0;96;EXCELENTE; $ 45.632.000 ;;;;;
204325436;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;16/06/2014;15/06/2022;2022 12:00:00;49;Entre 46 y 55 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;OFICIAL SOPORTE;1;87;BUENO; $ 49.320.660 ;;;;;
204326437;8. DIRECCION NACIONAL;PRESIDENCIA                             ;OFICINA DE AUDITORIA INTERNA            ;5/05/2021;18/07/2022;2022 12:00:00;25;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;PROFESIONAL UNIVERSITARIO;0;98;EXCELENTE; $ 65.000.000 ;;;;;
204327438;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;18/07/2022;22/07/2022;2022 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL ;1;85;BUENO; $ 45.632.000 ;;;;;
204328439;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;14/04/2015;29/07/2022;2022 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;OFICIAL OPERATIVO SENIOR;0;84;REGULAR; $ 49.320.660 ;;;;;
204329440;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;VENTAS BANCA PERSONAS                   ;11/12/2020;18/07/2022;2022 12:00:00;26;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL PERSONAS;1;99;EXCELENTE; $ 45.632.000 ;;;;;
204330441;1. ANTIOQUIA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;18/08/2020;19/07/2022;2022 12:00:00;26;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;99;EXCELENTE; $ 45.632.000 ;;;;;
204331442;3. CAFETERA;VP BANCA AGROPECUARIA                   ;VENTAS MICROFINANZAS                    ;1/08/2018;13/07/2022;2022 12:00:00;23;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL MICROFINANZAS;0;70;REGULAR; $ 45.632.000 ;;;;;
204332443;7. ORIENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;13/11/2012;8/07/2022;2022 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Tactico;DIRECTOR OFICINA TIPO 4;0;73;REGULAR; $ 69.456.400 ;;;;;
