TRABAJADOR;REGIONAL;VICEPRESIDENCIA;GERENCIA;FECHA INGRESO;FECHA RETIRO;Año Unificado;EDAD;Rangos Edad;RELACION LABORAL;Rotacion;MOTIVO RETIRO;GENERO;NIVEL DE CARGO;CARGO;ACCESO CREDITO;SGD(1/100);SDG DESCRIPCION;CARGA PRESTACIONAL;;;;;
203021133;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;4/09/2012;14/02/2021;2021 12:00:00;52;Entre 46 y 55 años;0;Involuntaria;Muerte del Empleado                     ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;0;84;REGULAR; $ 42.000.123 ;;;;;
203022134;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;10/06/2008;30/05/2021;2021 12:00:00;62; => 56 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;86;BUENO; $ 42.000.123 ;;;;;
203023135;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;17/12/2020;8/10/2021;2021 12:00:00;24;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;75;REGULAR; $ 42.000.123 ;;;;;
203024136;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;16/10/2018;15/10/2021;2021 12:00:00;27;Entre 25 y 30 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;88;BUENO; $ 42.000.123 ;;;;;
203025137;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;24/10/2019;23/10/2021;2021 12:00:00;31;Entre 31 y 35 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;100;EXCELENTE; $ 42.000.123 ;;;;;
203026138;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;2/01/2008;20/12/2021;2021 12:00:00;62; => 56 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;0;72;REGULAR; $ 42.000.123 ;;;;;
203027139;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;6/07/2010;30/12/2021;2021 12:00:00;57; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;75;REGULAR; $ 42.000.123 ;;;;;
203028140;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;19/10/2010;12/01/2022;2022 12:00:00;40;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;94;EXCELENTE; $ 42.000.123 ;;;;;
203029141;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;6/07/2015;3/04/2022;2022 12:00:00;45;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;91;BUENO; $ 42.000.123 ;;;;;
203030142;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;9/10/2019;8/04/2020;2020 12:00:00;32;Entre 31 y 35 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;83;REGULAR; $ 42.000.123 ;;;;;
203031143;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;17/03/2020;16/05/2020;2020 12:00:00;34;Entre 31 y 35 años;0;Involuntaria;Terminacion en Periodo de Prueba        ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;88;BUENO; $ 42.000.123 ;;;;;
203032144;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;2/06/2020;7/07/2020;2020 12:00:00;32;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;79;REGULAR; $ 42.000.123 ;;;;;
203033145;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;1/08/2015;24/07/2020;2020 12:00:00;31;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;94;EXCELENTE; $ 42.000.123 ;;;;;
203034146;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;25/11/2005;31/05/2021;2021 12:00:00;57; => 56 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;99;EXCELENTE; $ 42.000.123 ;;;;;
203035147;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;17/12/2018;16/06/2021;2021 12:00:00;33;Entre 31 y 35 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;77;REGULAR; $ 42.000.123 ;;;;;
203036148;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;15/05/2007;31/07/2021;2021 12:00:00;44;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;0;75;REGULAR; $ 42.000.123 ;;;;;
203037149;4. COSTA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;1/09/2008;14/01/2020;2020 12:00:00;42;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;0;80;REGULAR; $ 42.000.123 ;;;;;
203038150;4. COSTA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;2/09/2013;1/03/2020;2020 12:00:00;40;Entre 36 y 45 años;0;Involuntaria;Terminacion de Contrato                 ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;90;BUENO; $ 42.000.123 ;;;;;
203039151;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;5/11/2019;4/05/2020;2020 12:00:00;29;Entre 25 y 30 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;0;78;REGULAR; $ 42.000.123 ;;;;;
203040152;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;1/09/2015;3/11/2020;2020 12:00:00;42;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;98;EXCELENTE; $ 42.000.123 ;;;;;
203041153;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;17/12/2012;16/12/2020;2020 12:00:00;30;Entre 25 y 30 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;96;EXCELENTE; $ 42.000.123 ;;;;;
203042154;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;4/09/2017;3/03/2021;2021 12:00:00;38;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;75;REGULAR; $ 42.000.123 ;;;;;
203043155;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;8/02/2016;8/06/2021;2021 12:00:00;40;Entre 36 y 45 años;0;Involuntaria;Muerte del Empleado                     ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;95;EXCELENTE; $ 42.000.123 ;;;;;
203044156;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;14/01/2021;11/08/2021;2021 12:00:00;31;Entre 31 y 35 años;0;Involuntaria;Terminacion por Sentencia Judicial      ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;99;EXCELENTE; $ 42.000.123 ;;;;;
203045157;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;9/09/2019;8/09/2021;2021 12:00:00;41;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;70;REGULAR; $ 42.000.123 ;;;;;
203046158;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;13/09/2019;12/09/2021;2021 12:00:00;29;Entre 25 y 30 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;92;BUENO; $ 42.000.123 ;;;;;
203047159;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;28/06/2000;31/12/2021;2021 12:00:00;62; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;0;78;REGULAR; $ 42.000.123 ;;;;;
203048160;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;13/04/2009;31/12/2021;2021 12:00:00;45;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;86;BUENO; $ 42.000.123 ;;;;;
203049161;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;17/02/2020;30/01/2022;2022 12:00:00;26;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;89;BUENO; $ 42.000.123 ;;;;;
203050162;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;25/06/2007;28/02/2022;2022 12:00:00;61; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;80;REGULAR; $ 42.000.123 ;;;;;
203051163;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;8/08/2000;28/02/2022;2022 12:00:00;59; => 56 años;0;Involuntaria;Terminacion Mutuo Acuerdo               ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;86;BUENO; $ 42.000.123 ;;;;;
203052164;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;19/10/2009;30/04/2022;2022 12:00:00;64; => 56 años;0;Involuntaria;Terminacion Mutuo Acuerdo               ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;0;83;REGULAR; $ 42.000.123 ;;;;;
203053165;5. SANTANDER;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;16/05/2011;31/01/2020;2020 12:00:00;31;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;91;BUENO; $ 42.000.123 ;;;;;
203054166;5. SANTANDER;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;12/09/2019;11/03/2020;2020 12:00:00;32;Entre 31 y 35 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;100;EXCELENTE; $ 42.000.123 ;;;;;
203055167;5. SANTANDER;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;18/09/2017;10/07/2020;2020 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;0;79;REGULAR; $ 42.000.123 ;;;;;
203056168;5. SANTANDER;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;3/08/2015;3/11/2020;2020 12:00:00;26;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;94;EXCELENTE; $ 42.000.123 ;;;;;
203057169;5. SANTANDER;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;5/11/2013;28/02/2021;2021 12:00:00;35;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;75;REGULAR; $ 42.000.123 ;;;;;
203058170;5. SANTANDER;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;18/12/2019;27/03/2021;2021 12:00:00;39;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;86;BUENO; $ 42.000.123 ;;;;;
203059171;5. SANTANDER;VP BANCA AGROPECUARIA                   ;VENTAS MICROFINANZAS                    ;1/06/2021;2/08/2021;2021 12:00:00;30;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;85;BUENO; $ 42.000.123 ;;;;;
203060172;5. SANTANDER;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;15/11/2018;14/11/2021;2021 12:00:00;24;Entre 20 y 24 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;0;79;REGULAR; $ 42.000.123 ;;;;;
203061173;5. SANTANDER;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;23/07/2012;1/12/2021;2021 12:00:00;57; => 56 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;99;EXCELENTE; $ 42.000.123 ;;;;;
203062174;5. SANTANDER;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;16/06/2015;1/03/2022;2022 12:00:00;30;Entre 25 y 30 años;0;Involuntaria;Terminacion de Contrato                 ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;88;BUENO; $ 42.000.123 ;;;;;
203063175;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;22/01/2018;30/01/2020;2020 12:00:00;33;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;86;BUENO; $ 42.000.123 ;;;;;
203064176;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;16/09/2019;26/02/2020;2020 12:00:00;35;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;0;72;REGULAR; $ 42.000.123 ;;;;;
203065177;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;23/09/2019;24/07/2020;2020 12:00:00;24;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;97;EXCELENTE; $ 42.000.123 ;;;;;
203066178;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;2/09/2013;1/09/2020;2020 12:00:00;36;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;83;REGULAR; $ 42.000.123 ;;;;;
203067179;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;18/08/2020;17/02/2021;2021 12:00:00;47;Entre 46 y 55 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;71;REGULAR; $ 42.000.123 ;;;;;
203068180;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;3/09/2018;2/03/2021;2021 12:00:00;33;Entre 31 y 35 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;74;REGULAR; $ 42.000.123 ;;;;;
203069181;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;15/03/2021;21/06/2021;2021 12:00:00;37;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;0;73;REGULAR; $ 42.000.123 ;;;;;
203070182;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;5/08/2008;18/02/2022;2022 12:00:00;33;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;89;BUENO; $ 42.000.123 ;;;;;
203071183;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;2/12/2019;18/03/2022;2022 12:00:00;35;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;86;BUENO; $ 42.000.123 ;;;;;
203072184;6. OCCIDENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;7/10/2019;29/03/2022;2022 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;0;98;EXCELENTE; $ 42.000.123 ;;;;;
203073185;7. ORIENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;21/11/2019;27/04/2020;2020 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;91;BUENO; $ 42.000.123 ;;;;;
203074186;7. ORIENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;1/08/2000;31/12/2020;2020 12:00:00;62; => 56 años;0;Involuntaria;Trminacion Por Reconocimiento Pension   ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;85;BUENO; $ 42.000.123 ;;;;;
203075187;7. ORIENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;5/06/2017;31/01/2021;2021 12:00:00;27;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;74;REGULAR; $ 42.000.123 ;;;;;
203076188;7. ORIENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;13/08/2018;28/02/2021;2021 12:00:00;34;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;0;74;REGULAR; $ 42.000.123 ;;;;;
203077189;7. ORIENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;3/09/2019;1/04/2021;2021 12:00:00;33;Entre 31 y 35 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;91;BUENO; $ 42.000.123 ;;;;;
203078190;7. ORIENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;2/01/2018;8/04/2021;2021 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;93;BUENO; $ 42.000.123 ;;;;;
203079191;7. ORIENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;9/10/2017;8/04/2021;2021 12:00:00;29;Entre 25 y 30 años;0;Involuntaria;Terminacion de Contrato                 ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;78;REGULAR; $ 42.000.123 ;;;;;
203080192;7. ORIENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;23/07/2012;3/08/2021;2021 12:00:00;37;Entre 36 y 45 años;0;Involuntaria;Muerte del Empleado                     ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;92;BUENO; $ 42.000.123 ;;;;;
203081193;7. ORIENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;11/02/2021;10/08/2021;2021 12:00:00;43;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;100;EXCELENTE; $ 42.000.123 ;;;;;
203082194;7. ORIENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;20/08/2019;13/08/2021;2021 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;79;REGULAR; $ 42.000.123 ;;;;;
203083195;7. ORIENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;1/10/2012;30/09/2021;2021 12:00:00;29;Entre 25 y 30 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;79;REGULAR; $ 42.000.123 ;;;;;
203084196;7. ORIENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;25/11/2005;31/01/2022;2022 12:00:00;57; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;90;BUENO; $ 42.000.123 ;;;;;
203085197;7. ORIENTE;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;15/03/2021;11/02/2022;2022 12:00:00;20;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;78;REGULAR; $ 42.000.123 ;;;;;
203086198;9. SUR;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;10/07/2018;9/01/2020;2020 12:00:00;35;Entre 31 y 35 años;0;Involuntaria;Terminacion de Contrato                 ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;73;REGULAR; $ 42.000.123 ;;;;;
203087199;9. SUR;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;4/03/2019;29/01/2020;2020 12:00:00;25;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;82;REGULAR; $ 42.000.123 ;;;;;
203088200;9. SUR;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;16/10/2019;31/01/2020;2020 12:00:00;40;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;79;REGULAR; $ 42.000.123 ;;;;;
203089201;9. SUR;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;1/08/2019;31/01/2020;2020 12:00:00;39;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;100;EXCELENTE; $ 42.000.123 ;;;;;
203090202;9. SUR;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;7/11/2018;4/02/2020;2020 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;0;76;REGULAR; $ 42.000.123 ;;;;;
203091203;9. SUR;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;16/09/2011;7/02/2020;2020 12:00:00;36;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;0;95;EXCELENTE; $ 42.000.123 ;;;;;
203092204;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;10/03/2020;2/04/2020;2020 12:00:00;31;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;96;EXCELENTE; $ 42.000.123 ;;;;;
203093205;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;3/03/2020;29/04/2020;2020 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;0;100;EXCELENTE; $ 42.000.123 ;;;;;
203094206;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;1/03/2011;30/04/2020;2020 12:00:00;57; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;75;REGULAR; $ 42.000.123 ;;;;;
203095207;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;9/07/2019;23/07/2020;2020 12:00:00;23;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;93;BUENO; $ 42.000.123 ;;;;;
203096208;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;25/11/2019;24/11/2020;2020 12:00:00;37;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;88;BUENO; $ 42.000.123 ;;;;;
203097209;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;5/05/2015;11/12/2020;2020 12:00:00;41;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;93;BUENO; $ 42.000.123 ;;;;;
203098210;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;24/09/2019;15/12/2020;2020 12:00:00;33;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;95;EXCELENTE; $ 42.000.123 ;;;;;
203099211;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;17/02/2020;18/12/2020;2020 12:00:00;31;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;0;100;EXCELENTE; $ 42.000.123 ;;;;;
203100212;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;4/02/2019;28/12/2020;2020 12:00:00;25;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;87;BUENO; $ 42.000.123 ;;;;;
203101213;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;3/12/2020;7/01/2021;2021 12:00:00;27;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;93;BUENO; $ 42.000.123 ;;;;;
203102214;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;14/07/2020;28/02/2021;2021 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;CAJERO PRINCIPAL;1;93;BUENO; $ 42.000.123 ;;;;;
203103215;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;25/11/2019;4/03/2021;2021 12:00:00;25;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;93;BUENO; $ 42.000.123 ;;;;;
203104216;9. SUR;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;6/04/2020;23/04/2021;2021 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;CAJERO PRINCIPAL;1;86;BUENO; $ 42.000.123 ;;;;;
